image_id,type,condition,image_path,ground_truth
printed_005_normal,printed,normal,/app/data/02_processed/printed_005_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_005_rotated,printed,rotated,/app/data/02_processed/printed_005_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_006_blur,printed,blur,/app/data/02_processed/printed_006_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_006_dark,printed,dark,/app/data/02_processed/printed_006_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_006_normal,printed,normal,/app/data/02_processed/printed_006_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_006_rotated,printed,rotated,/app/data/02_processed/printed_006_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_007_blur,printed,blur,/app/data/02_processed/printed_007_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_007_dark,printed,dark,/app/data/02_processed/printed_007_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_007_normal,printed,normal,/app/data/02_processed/printed_007_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_007_rotated,printed,rotated,/app/data/02_processed/printed_007_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_008_blur,printed,blur,/app/data/02_processed/printed_008_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_008_dark,printed,dark,/app/data/02_processed/printed_008_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_008_normal,printed,normal,/app/data/02_processed/printed_008_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_008_rotated,printed,rotated,/app/data/02_processed/printed_008_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_009_blur,printed,blur,/app/data/02_processed/printed_009_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_009_dark,printed,dark,/app/data/02_processed/printed_009_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_009_normal,printed,normal,/app/data/02_processed/printed_009_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_009_rotated,printed,rotated,/app/data/02_processed/printed_009_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_010_blur,printed,blur,/app/data/02_processed/printed_010_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_010_dark,printed,dark,/app/data/02_processed/printed_010_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_010_normal,printed,normal,/app/data/02_processed/printed_010_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_010_rotated,printed,rotated,/app/data/02_processed/printed_010_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_011_blur,printed,blur,/app/data/02_processed/printed_011_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_011_dark,printed,dark,/app/data/02_processed/printed_011_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_011_normal,printed,normal,/app/data/02_processed/printed_011_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_011_rotated,printed,rotated,/app/data/02_processed/printed_011_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_012_blur,printed,blur,/app/data/02_processed/printed_012_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_012_dark,printed,dark,/app/data/02_processed/printed_012_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_012_normal,printed,normal,/app/data/02_processed/printed_012_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_012_rotated,printed,rotated,/app/data/02_processed/printed_012_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_013_blur,printed,blur,/app/data/02_processed/printed_013_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_013_dark,printed,dark,/app/data/02_processed/printed_013_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_013_normal,printed,normal,/app/data/02_processed/printed_013_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_013_rotated,printed,rotated,/app/data/02_processed/printed_013_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_014_blur,printed,blur,/app/data/02_processed/printed_014_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_014_dark,printed,dark,/app/data/02_processed/printed_014_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_014_normal,printed,normal,/app/data/02_processed/printed_014_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_014_rotated,printed,rotated,/app/data/02_processed/printed_014_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_015_blur,printed,blur,/app/data/02_processed/printed_015_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_015_dark,printed,dark,/app/data/02_processed/printed_015_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_015_normal,printed,normal,/app/data/02_processed/printed_015_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_015_rotated,printed,rotated,/app/data/02_processed/printed_015_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_016_blur,printed,blur,/app/data/02_processed/printed_016_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_016_dark,printed,dark,/app/data/02_processed/printed_016_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_016_normal,printed,normal,/app/data/02_processed/printed_016_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_016_rotated,printed,rotated,/app/data/02_processed/printed_016_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_017_blur,printed,blur,/app/data/02_processed/printed_017_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_017_dark,printed,dark,/app/data/02_processed/printed_017_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_017_normal,printed,normal,/app/data/02_processed/printed_017_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_017_rotated,printed,rotated,/app/data/02_processed/printed_017_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_018_blur,printed,blur,/app/data/02_processed/printed_018_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_018_dark,printed,dark,/app/data/02_processed/printed_018_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_018_normal,printed,normal,/app/data/02_processed/printed_018_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_018_rotated,printed,rotated,/app/data/02_processed/printed_018_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_019_blur,printed,blur,/app/data/02_processed/printed_019_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_019_dark,printed,dark,/app/data/02_processed/printed_019_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_019_normal,printed,normal,/app/data/02_processed/printed_019_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_019_rotated,printed,rotated,/app/data/02_processed/printed_019_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_020_blur,printed,blur,/app/data/02_processed/printed_020_blur.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_020_dark,printed,dark,/app/data/02_processed/printed_020_dark.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_020_normal,printed,normal,/app/data/02_processed/printed_020_normal.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_020_rotated,printed,rotated,/app/data/02_processed/printed_020_rotated.jpg,Ini adalah contoh kalimat pertama untuk pengujian OCR.
printed_021_blur,printed,blur,/app/data/02_processed/printed_021_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_021_dark,printed,dark,/app/data/02_processed/printed_021_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_021_normal,printed,normal,/app/data/02_processed/printed_021_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_021_rotated,printed,rotated,/app/data/02_processed/printed_021_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_022_blur,printed,blur,/app/data/02_processed/printed_022_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_022_dark,printed,dark,/app/data/02_processed/printed_022_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_022_normal,printed,normal,/app/data/02_processed/printed_022_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_022_rotated,printed,rotated,/app/data/02_processed/printed_022_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_023_blur,printed,blur,/app/data/02_processed/printed_023_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_023_dark,printed,dark,/app/data/02_processed/printed_023_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_023_normal,printed,normal,/app/data/02_processed/printed_023_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_023_rotated,printed,rotated,/app/data/02_processed/printed_023_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_024_blur,printed,blur,/app/data/02_processed/printed_024_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_024_dark,printed,dark,/app/data/02_processed/printed_024_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_024_normal,printed,normal,/app/data/02_processed/printed_024_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_024_rotated,printed,rotated,/app/data/02_processed/printed_024_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_025_blur,printed,blur,/app/data/02_processed/printed_025_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_025_dark,printed,dark,/app/data/02_processed/printed_025_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_025_normal,printed,normal,/app/data/02_processed/printed_025_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_025_rotated,printed,rotated,/app/data/02_processed/printed_025_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_026_blur,printed,blur,/app/data/02_processed/printed_026_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_026_dark,printed,dark,/app/data/02_processed/printed_026_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_026_normal,printed,normal,/app/data/02_processed/printed_026_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_026_rotated,printed,rotated,/app/data/02_processed/printed_026_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_027_blur,printed,blur,/app/data/02_processed/printed_027_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_027_dark,printed,dark,/app/data/02_processed/printed_027_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_027_normal,printed,normal,/app/data/02_processed/printed_027_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_027_rotated,printed,rotated,/app/data/02_processed/printed_027_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_028_blur,printed,blur,/app/data/02_processed/printed_028_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_028_dark,printed,dark,/app/data/02_processed/printed_028_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_028_normal,printed,normal,/app/data/02_processed/printed_028_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_028_rotated,printed,rotated,/app/data/02_processed/printed_028_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_029_blur,printed,blur,/app/data/02_processed/printed_029_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_029_dark,printed,dark,/app/data/02_processed/printed_029_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_029_normal,printed,normal,/app/data/02_processed/printed_029_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_029_rotated,printed,rotated,/app/data/02_processed/printed_029_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_030_blur,printed,blur,/app/data/02_processed/printed_030_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_030_dark,printed,dark,/app/data/02_processed/printed_030_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_030_normal,printed,normal,/app/data/02_processed/printed_030_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_030_rotated,printed,rotated,/app/data/02_processed/printed_030_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_031_blur,printed,blur,/app/data/02_processed/printed_031_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_031_dark,printed,dark,/app/data/02_processed/printed_031_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_031_normal,printed,normal,/app/data/02_processed/printed_031_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_031_rotated,printed,rotated,/app/data/02_processed/printed_031_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_032_blur,printed,blur,/app/data/02_processed/printed_032_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_032_dark,printed,dark,/app/data/02_processed/printed_032_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_032_normal,printed,normal,/app/data/02_processed/printed_032_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_032_rotated,printed,rotated,/app/data/02_processed/printed_032_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_033_blur,printed,blur,/app/data/02_processed/printed_033_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_033_dark,printed,dark,/app/data/02_processed/printed_033_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_033_normal,printed,normal,/app/data/02_processed/printed_033_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_033_rotated,printed,rotated,/app/data/02_processed/printed_033_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_034_blur,printed,blur,/app/data/02_processed/printed_034_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_034_dark,printed,dark,/app/data/02_processed/printed_034_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_034_normal,printed,normal,/app/data/02_processed/printed_034_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_034_rotated,printed,rotated,/app/data/02_processed/printed_034_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_035_blur,printed,blur,/app/data/02_processed/printed_035_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_035_dark,printed,dark,/app/data/02_processed/printed_035_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_035_normal,printed,normal,/app/data/02_processed/printed_035_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_035_rotated,printed,rotated,/app/data/02_processed/printed_035_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_036_blur,printed,blur,/app/data/02_processed/printed_036_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_036_dark,printed,dark,/app/data/02_processed/printed_036_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_036_normal,printed,normal,/app/data/02_processed/printed_036_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_036_rotated,printed,rotated,/app/data/02_processed/printed_036_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_037_blur,printed,blur,/app/data/02_processed/printed_037_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_037_dark,printed,dark,/app/data/02_processed/printed_037_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_037_normal,printed,normal,/app/data/02_processed/printed_037_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_037_rotated,printed,rotated,/app/data/02_processed/printed_037_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_038_blur,printed,blur,/app/data/02_processed/printed_038_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_038_dark,printed,dark,/app/data/02_processed/printed_038_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_038_normal,printed,normal,/app/data/02_processed/printed_038_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_038_rotated,printed,rotated,/app/data/02_processed/printed_038_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_039_blur,printed,blur,/app/data/02_processed/printed_039_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_039_dark,printed,dark,/app/data/02_processed/printed_039_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_039_normal,printed,normal,/app/data/02_processed/printed_039_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_039_rotated,printed,rotated,/app/data/02_processed/printed_039_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_040_blur,printed,blur,/app/data/02_processed/printed_040_blur.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_040_dark,printed,dark,/app/data/02_processed/printed_040_dark.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_040_normal,printed,normal,/app/data/02_processed/printed_040_normal.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_040_rotated,printed,rotated,/app/data/02_processed/printed_040_rotated.jpg,Sistem ini digunakan untuk membandingkan performa metode OCR.
printed_041_blur,printed,blur,/app/data/02_processed/printed_041_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_041_dark,printed,dark,/app/data/02_processed/printed_041_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_041_normal,printed,normal,/app/data/02_processed/printed_041_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_041_rotated,printed,rotated,/app/data/02_processed/printed_041_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_042_blur,printed,blur,/app/data/02_processed/printed_042_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_042_dark,printed,dark,/app/data/02_processed/printed_042_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_042_normal,printed,normal,/app/data/02_processed/printed_042_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_042_rotated,printed,rotated,/app/data/02_processed/printed_042_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_043_blur,printed,blur,/app/data/02_processed/printed_043_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_043_dark,printed,dark,/app/data/02_processed/printed_043_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_043_normal,printed,normal,/app/data/02_processed/printed_043_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_043_rotated,printed,rotated,/app/data/02_processed/printed_043_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_044_blur,printed,blur,/app/data/02_processed/printed_044_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_044_dark,printed,dark,/app/data/02_processed/printed_044_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_044_normal,printed,normal,/app/data/02_processed/printed_044_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_044_rotated,printed,rotated,/app/data/02_processed/printed_044_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_045_blur,printed,blur,/app/data/02_processed/printed_045_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_045_dark,printed,dark,/app/data/02_processed/printed_045_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_045_normal,printed,normal,/app/data/02_processed/printed_045_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_045_rotated,printed,rotated,/app/data/02_processed/printed_045_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_046_blur,printed,blur,/app/data/02_processed/printed_046_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_046_dark,printed,dark,/app/data/02_processed/printed_046_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_046_normal,printed,normal,/app/data/02_processed/printed_046_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_046_rotated,printed,rotated,/app/data/02_processed/printed_046_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_047_blur,printed,blur,/app/data/02_processed/printed_047_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_047_dark,printed,dark,/app/data/02_processed/printed_047_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_047_normal,printed,normal,/app/data/02_processed/printed_047_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_047_rotated,printed,rotated,/app/data/02_processed/printed_047_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_048_blur,printed,blur,/app/data/02_processed/printed_048_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_048_dark,printed,dark,/app/data/02_processed/printed_048_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_048_normal,printed,normal,/app/data/02_processed/printed_048_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_048_rotated,printed,rotated,/app/data/02_processed/printed_048_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_049_blur,printed,blur,/app/data/02_processed/printed_049_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_049_dark,printed,dark,/app/data/02_processed/printed_049_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_049_normal,printed,normal,/app/data/02_processed/printed_049_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_049_rotated,printed,rotated,/app/data/02_processed/printed_049_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_050_blur,printed,blur,/app/data/02_processed/printed_050_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_050_dark,printed,dark,/app/data/02_processed/printed_050_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_050_normal,printed,normal,/app/data/02_processed/printed_050_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_050_rotated,printed,rotated,/app/data/02_processed/printed_050_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_051_blur,printed,blur,/app/data/02_processed/printed_051_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_051_dark,printed,dark,/app/data/02_processed/printed_051_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_051_normal,printed,normal,/app/data/02_processed/printed_051_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_051_rotated,printed,rotated,/app/data/02_processed/printed_051_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_052_blur,printed,blur,/app/data/02_processed/printed_052_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_052_dark,printed,dark,/app/data/02_processed/printed_052_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_052_normal,printed,normal,/app/data/02_processed/printed_052_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_052_rotated,printed,rotated,/app/data/02_processed/printed_052_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_053_blur,printed,blur,/app/data/02_processed/printed_053_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_053_dark,printed,dark,/app/data/02_processed/printed_053_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_053_normal,printed,normal,/app/data/02_processed/printed_053_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_053_rotated,printed,rotated,/app/data/02_processed/printed_053_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_054_blur,printed,blur,/app/data/02_processed/printed_054_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_054_dark,printed,dark,/app/data/02_processed/printed_054_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_054_normal,printed,normal,/app/data/02_processed/printed_054_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
